"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"192323132","","","","","2007-08-07 18:18:45 +0000","web","It's happening... i'm GTD once again.  The funk is over dammit!  My hPDA is gettin' thick!"
