"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"20038560633","20037742122","9980812","","","2010-08-01 03:22:03 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Twitter for Android</a>","@igrigorik yea man, it looks crazy until you have years of edge cases and bug reports to guide you :)"
"20035906270","20024041781","9980812","","","2010-08-01 02:39:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@igrigorik supporting so many version of rails + different ruby impls is tough. Shouldn't have any issues w/ evented stuff. Let us know."
"20020440087","","","","","2010-07-31 21:57:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","XPath is like violence..."
"20016270956","","","","","2010-07-31 20:27:57 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Twitter for Android</a>","So happy to have found a @teavana store nearby. Awesome teas, plentiful samples and lots of teaware. Really love the tins, too."
"20006328320","","","","","2010-07-31 17:20:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","A bit of weekend hacking with @superfeedr.  Insanely cool service if you're dealing with feeds!  Up and running on @heroku in minutes."
"19951256250","19949819904","33493","","","2010-07-31 00:30:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@peterc No problem.  Great read of a great story!"
"19929841800","19929456923","33493","","","2010-07-30 18:23:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@rbates, @peterc Yea, I use faves as a way to get links i want to read later into @evernote http://github.com/briandoll/twitever"
"19926932217","19926573291","1178441","","","2010-07-30 17:37:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@aq hot for a yak shaver? :)"
"19926335874","19914989461","1942","","","2010-07-30 17:29:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jremsikjr does it fit below the number pad on the full keyboard? Just trying to reduce the distance from home row!"
"19923391874","","","","","2010-07-30 16:45:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","MoneyBall for Startups: http://bit.ly/bfJaXK @davemcclure's best writing on the changing face of investing and growing a nascent startup."
"19922615211","19922351827","790205","","","2010-07-30 16:34:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@chadfowler Longmont is close-ish to Boulder, right? Maybe a new Pivot would buy it!"
"19921906760","19921799288","790205","","","2010-07-30 16:24:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@chadfowler awesome! Congrats! When's the big move?"
"19921878555","19866660455","17351175","","","2010-07-30 16:24:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@tenderapp fixed! http://bit.ly/9oX1Di and http://bit.ly/8Y3xuO Thanks for such a great song to have stuck in my head all night, too!"
"19912675089","19911485011","1942","","","2010-07-30 14:18:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jremsikjr sweet! I'd love to know how they like it. I'm hoping it can be used below the space bar, ala macbook positioning."
"19867455876","19866660455","17351175","","","2010-07-30 00:27:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@tenderapp ahahahaha very nice! We'll be sure to update the post and include some links!"
"19866416517","","17351175","","","2010-07-30 00:11:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@tenderapp does this support queue look familiar? @newrelic supporting 5k customers with no support staff: http://bit.ly/8Y3xuO"
"19857101577","","","","","2010-07-29 21:42:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Passenger 3 sounds pretty sweet.  Curious about that last paragraph on what sounds like a paid version: http://bit.ly/drdBFG"
"19849189477","","","","","2010-07-29 19:23:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Off to @21stamendment for lunch.  Any SF peeps care to join?"
"19837753503","","","","","2010-07-29 16:18:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","It only takes a few clicks to see that http://bettercodes.org/ is terribly off the mark. Shows how much @github gets right."
"19800060175","","","","","2010-07-29 04:49:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Great article on pricing models: http://bit.ly/aLnzlz e.g. @newrelic is an investment that adds more value to your product than it costs."
"19778491974","19778393004","5437372","","","2010-07-28 23:22:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@daksis it gets even worse with the enterprise products! LiveCycle is a hand-waving mess."
"19766936486","","","","","2010-07-28 20:09:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Great to see @ultrasaurus on @mashable's 15 Women Hackers to follow on @twitter! Here's to a top 100! http://bit.ly/c6gnA3 /via @emgollie"
"19693238835","","","","","2010-07-27 23:06:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Scheduling my annual checkup and realized that Bob Weir and I share the same doctor :) http://bit.ly/cxhexf"
